file_name,permission,status,info
eu.netinfo.bcb.otp,com.google.android.providers.gsf.permission.READ_GSERVICES,unknown,Unknown permission
eu.netinfo.bcb.otp,android.permission.ACCESS_FINE_LOCATION,dangerous,fine (GPS) location
eu.netinfo.bcb.otp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
eu.netinfo.bcb.otp,android.permission.ACCESS_COARSE_LOCATION,dangerous,coarse (network-based) location
com.ca.sec.aa.authenticator,android.permission.INTERNET,normal,full Internet access
com.ca.sec.aa.authenticator,android.permission.READ_LOGS,dangerous,read sensitive log data
com.ca.sec.aa.authenticator,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.ca.sec.aa.authenticator,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.ca.sec.aa.authenticator,android.permission.CAMERA,dangerous,take pictures and videos
com.ca.sec.aa.authenticator,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.ca.sec.aa.authenticator,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.ca.sec.aa.authenticator,com.arcot.otp1.storage.CustomContentProvider.READPERMISSION,unknown,Unknown permission
com.ca.sec.aa.authenticator,android.permission.VIBRATE,normal,control vibrator
com.ca.sec.aa.authenticator,android.permission.FLASHLIGHT,normal,control flashlight
com.ca.sec.aa.authenticator,com.android.browser.permission.READ_HISTORY_BOOKMARKS,unknown,Unknown permission
com.ca.sec.aa.authenticator,android.permission.CHANGE_WIFI_STATE,normal,change Wi-Fi status
com.ca.sec.aa.authenticator,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.ca.sec.aa.authenticator,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.ca.sec.aa.authenticator,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.ca.sec.aa.authenticator,com.ca.sec.aa.authenticator.permission.C2D_MESSAGE,unknown,Unknown permission
com.bncr.detectid_otp,android.permission.INTERNET,normal,full Internet access
com.bncr.detectid_otp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.bncr.detectid_otp,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.bncr.detectid_otp,android.permission.GET_ACCOUNTS,dangerous,list accounts
com.bncr.detectid_otp,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.bncr.detectid_otp,android.permission.CAMERA,dangerous,take pictures and videos
com.bncr.detectid_otp,com.android.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.bncr.detectid_otp,com.android.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.bncr.detectid_otp,com.android.launcher.permission.INSTALL_SHORTCUT,unknown,Unknown permission
com.bncr.detectid_otp,com.android.launcher.permission.UNINSTALL_SHORTCUT,unknown,Unknown permission
com.bncr.detectid_otp,com.sonyericsson.home.permission.BROADCAST_BADGE,unknown,Unknown permission
com.bncr.detectid_otp,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,unknown,Unknown permission
com.bncr.detectid_otp,android.permission.VIBRATE,normal,control vibrator
com.bncr.detectid_otp,android.permission.EXPAND_STATUS_BAR,normal,expand/collapse status bar
com.bncr.detectid_otp,com.sec.android.provider.badge.permission.READ,unknown,Unknown permission
com.bncr.detectid_otp,com.sec.android.provider.badge.permission.WRITE,unknown,Unknown permission
com.bncr.detectid_otp,com.htc.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.bncr.detectid_otp,com.htc.launcher.permission.UPDATE_SHORTCUT,unknown,Unknown permission
com.bncr.detectid_otp,com.anddoes.launcher.permission.UPDATE_COUNT,unknown,Unknown permission
com.bncr.detectid_otp,com.majeur.launcher.permission.UPDATE_BADGE,unknown,Unknown permission
com.bncr.detectid_otp,com.huawei.android.launcher.permission.CHANGE_BADGE,unknown,Unknown permission
com.bncr.detectid_otp,com.huawei.android.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.bncr.detectid_otp,com.huawei.android.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.bncr.detectid_otp,android.permission.READ_APP_BADGE,unknown,Unknown permission
com.bncr.detectid_otp,com.oppo.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.bncr.detectid_otp,com.oppo.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.bncr.detectid_otp,me.everything.badger.permission.BADGE_COUNT_READ,unknown,Unknown permission
com.bncr.detectid_otp,me.everything.badger.permission.BADGE_COUNT_WRITE,unknown,Unknown permission
com.bncr.detectid_otp,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.bncr.detectid_otp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.pozitron.qib,android.permission.RECEIVE_BOOT_COMPLETED,normal,automatically start at boot
com.pozitron.qib,android.permission.CALL_PHONE,dangerous,directly call phone numbers
com.pozitron.qib,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.pozitron.qib,android.permission.INTERNET,normal,full Internet access
com.pozitron.qib,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.pozitron.qib,android.permission.READ_CONTACTS,dangerous,read contact data
com.pozitron.qib,android.permission.ACCESS_COARSE_LOCATION,dangerous,coarse (network-based) location
com.pozitron.qib,android.permission.ACCESS_FINE_LOCATION,dangerous,fine (GPS) location
com.pozitron.qib,android.permission.CLEAR_APP_CACHE,signatureOrSystem,delete all application cache data
com.pozitron.qib,android.permission.CAMERA,dangerous,take pictures and videos
com.pozitron.qib,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.pozitron.qib,android.permission.BLUETOOTH,normal,create Bluetooth connections
com.pozitron.qib,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.pozitron.qib,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.pozitron.qib,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.pozitron.qib,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.pozitron.qib,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.pozitron.qib,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.pozitron.qib,android.permission.USE_BIOMETRIC,normal,
com.cibcorptoken,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.cibcorptoken,android.permission.CAMERA,dangerous,take pictures and videos
com.cibcorptoken,android.permission.INTERNET,normal,full Internet access
com.cibcorptoken,android.permission.VIBRATE,normal,control vibrator
com.cibcorptoken,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,unknown,Unknown permission
com.cibcorptoken,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.cibcorptoken,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.cibcorptoken,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.sophos.sophtoken,android.permission.CAMERA,dangerous,take pictures and videos
com.sophos.sophtoken,android.permission.VIBRATE,normal,control vibrator
com.sophos.sophtoken,android.permission.FLASHLIGHT,normal,control flashlight
com.lpb.softotp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.lpb.softotp,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.lpb.softotp,android.permission.INTERNET,normal,full Internet access
com.lpb.softotp,android.permission.USE_BIOMETRIC,normal,
com.lpb.softotp,android.permission.CAMERA,dangerous,take pictures and videos
com.lpb.softotp,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.lpb.softotp,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.lpb.softotp,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.lpb.softotp,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.lpb.softotp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
cy.com.netinfo.crdbotp,android.permission.INTERNET,normal,full Internet access
cy.com.netinfo.crdbotp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
cy.com.netinfo.crdbotp,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
cy.com.netinfo.crdbotp,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
org.juanjcsr.newcloudotp,android.permission.CAMERA,dangerous,take pictures and videos
org.juanjcsr.newcloudotp,android.permission.INTERNET,normal,full Internet access
org.juanjcsr.newcloudotp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
org.juanjcsr.newcloudotp,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.ncs.secureconnect.otp,android.permission.CAMERA,dangerous,take pictures and videos
com.ncs.secureconnect.otp,android.permission.INTERNET,normal,full Internet access
com.ncs.secureconnect.otp,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.rcdevs.auth,android.permission.INTERNET,normal,full Internet access
com.rcdevs.auth,android.permission.CAMERA,dangerous,take pictures and videos
com.rcdevs.auth,android.permission.ACCESS_COARSE_LOCATION,dangerous,coarse (network-based) location
com.rcdevs.auth,android.permission.ACCESS_FINE_LOCATION,dangerous,fine (GPS) location
com.rcdevs.auth,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.rcdevs.auth,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.rcdevs.auth,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.rcdevs.auth,android.permission.RECORD_AUDIO,dangerous,record audio
com.rcdevs.auth,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.rcdevs.auth,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.rcdevs.auth,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.rcdevs.auth,android.permission.VIBRATE,normal,control vibrator
com.rcdevs.auth,com.google.android.providers.gsf.permission.READ_GSERVICES,unknown,Unknown permission
com.rcdevs.auth,com.rcdevs.auth.permission.MAPS_RECEIVE,unknown,Unknown permission
com.rcdevs.auth,android.permission.USE_BIOMETRIC,normal,
com.rcdevs.auth,android.permission.BLUETOOTH,normal,create Bluetooth connections
com.rcdevs.auth,android.permission.BLUETOOTH_ADMIN,normal,bluetooth administration
com.rcdevs.auth,android.permission.FLASHLIGHT,normal,control flashlight
com.rcdevs.auth,android.permission.CHANGE_WIFI_STATE,normal,change Wi-Fi status
com.rcdevs.auth,com.sec.android.provider.badge.permission.READ,unknown,Unknown permission
com.rcdevs.auth,com.sec.android.provider.badge.permission.WRITE,unknown,Unknown permission
com.rcdevs.auth,com.htc.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.rcdevs.auth,com.htc.launcher.permission.UPDATE_SHORTCUT,unknown,Unknown permission
com.rcdevs.auth,com.sonyericsson.home.permission.BROADCAST_BADGE,unknown,Unknown permission
com.rcdevs.auth,com.sonymobile.home.permission.PROVIDER_INSERT_BADGE,unknown,Unknown permission
com.rcdevs.auth,com.anddoes.launcher.permission.UPDATE_COUNT,unknown,Unknown permission
com.rcdevs.auth,com.majeur.launcher.permission.UPDATE_BADGE,unknown,Unknown permission
com.rcdevs.auth,com.huawei.android.launcher.permission.CHANGE_BADGE,unknown,Unknown permission
com.rcdevs.auth,com.huawei.android.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.rcdevs.auth,com.huawei.android.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.rcdevs.auth,android.permission.READ_APP_BADGE,unknown,Unknown permission
com.rcdevs.auth,com.oppo.launcher.permission.READ_SETTINGS,unknown,Unknown permission
com.rcdevs.auth,com.oppo.launcher.permission.WRITE_SETTINGS,unknown,Unknown permission
com.rcdevs.auth,me.everything.badger.permission.BADGE_COUNT_READ,unknown,Unknown permission
com.rcdevs.auth,me.everything.badger.permission.BADGE_COUNT_WRITE,unknown,Unknown permission
eu.netinfo.cdb.otp,android.permission.INTERNET,normal,full Internet access
eu.netinfo.cdb.otp,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.aircuve.airotp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.aircuve.airotp,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.aircuve.airotp,android.permission.CHANGE_NETWORK_STATE,normal,change network connectivity
com.aircuve.airotp,android.permission.CHANGE_WIFI_STATE,normal,change Wi-Fi status
com.aircuve.airotp,android.permission.INTERNET,normal,full Internet access
com.aircuve.airotp,android.permission.CAMERA,dangerous,take pictures and videos
com.aircuve.airotp,com.google.android.providers.gsf.permission.WRITE_GSERVICES,signatureOrSystem,modify the Google services map
com.aircuve.airotp,com.google.android.providers.gsf.permission.READ_GSERVICES,unknown,Unknown permission
com.aircuve.airotp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.aircuve.airotp,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.aircuve.airotp,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
jp.konami.android.otp_token,android.permission.INTERNET,normal,full Internet access
jp.konami.android.otp_token,com.android.vending.BILLING,unknown,Unknown permission
com.pvcombank.smartotp,android.permission.INTERNET,normal,full Internet access
com.pvcombank.smartotp,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.pvcombank.smartotp,android.permission.VIBRATE,normal,control vibrator
com.pvcombank.smartotp,android.permission.RECORD_AUDIO,dangerous,record audio
com.pvcombank.smartotp,android.permission.CAMERA,dangerous,take pictures and videos
com.pvcombank.smartotp,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.pvcombank.smartotp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.pvcombank.smartotp,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.pvcombank.smartotp,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.dreammirae.otp.android.mirae,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.dreammirae.otp.android.mirae,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.dreammirae.otp.android.mirae,android.permission.INTERNET,normal,full Internet access
com.dreammirae.otp.android.mirae,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.dreammirae.otp.android.mirae,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.dreammirae.otp.android.mirae,android.permission.RESTART_PACKAGES,normal,kill background processes
com.nhn.hangameotp,android.permission.INTERNET,normal,full Internet access
com.nhn.hangameotp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.nhn.hangameotp,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
com.nhn.hangameotp,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.nhn.hangameotp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.nhn.hangameotp,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.nhn.hangameotp,android.permission.RECEIVE_BOOT_COMPLETED,normal,automatically start at boot
com.nhn.hangameotp,com.nhn.hangameotp.toast.push.permission.RECEIVE,unknown,Unknown permission
com.nhn.hangameotp,com.nhn.hangameotp.toast.push.permission.SEND,unknown,Unknown permission
com.nhn.hangameotp,android.permission.VIBRATE,normal,control vibrator
com.nhn.hangameotp,com.android.vending.BILLING,unknown,Unknown permission
com.nhn.hangameotp,android.permission.GET_PACKAGE_SIZE,normal,measure application storage space
com.u2fa.secur,android.permission.CAMERA,dangerous,take pictures and videos
com.authenticator.authservice2,com.android.vending.BILLING,unknown,Unknown permission
com.authenticator.authservice2,android.permission.INTERNET,normal,full Internet access
com.authenticator.authservice2,android.permission.CAMERA,dangerous,take pictures and videos
com.authenticator.authservice2,android.permission.MODIFY_AUDIO_SETTINGS,normal,change your audio settings
com.authenticator.authservice2,android.permission.VIBRATE,normal,control vibrator
com.authenticator.authservice2,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.authenticator.authservice2,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.authenticator.authservice2,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.authenticator.authservice2,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.authenticator.authservice2,android.permission.USE_BIOMETRIC,normal,
com.authenticator.authservice2,android.permission.FLASHLIGHT,normal,control flashlight
com.authenticator.authservice2,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.authenticator.authservice2,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.authenticator.authservice2,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.deepnet.andmob5,android.permission.CAMERA,dangerous,take pictures and videos
com.deepnet.andmob5,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.deepnet.andmob5,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.deepnet.andmob5,android.permission.VIBRATE,normal,control vibrator
com.deepnet.andmob5,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.deepnet.andmob5,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.deepnet.andmob5,android.permission.INTERNET,normal,full Internet access
com.deepnet.andmob5,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
com.deepnet.andmob5,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
sk.otp.viamo,android.permission.INTERNET,normal,full Internet access
sk.otp.viamo,android.permission.READ_CONTACTS,dangerous,read contact data
sk.otp.viamo,android.permission.WRITE_CONTACTS,dangerous,write contact data
sk.otp.viamo,android.permission.READ_PROFILE,dangerous,read the user's personal profile data
sk.otp.viamo,android.permission.CAMERA,dangerous,take pictures and videos
sk.otp.viamo,android.permission.BLUETOOTH,normal,create Bluetooth connections
sk.otp.viamo,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
sk.otp.viamo,android.permission.VIBRATE,normal,control vibrator
sk.otp.viamo,android.permission.RECEIVE_BOOT_COMPLETED,normal,automatically start at boot
sk.otp.viamo,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
sk.otp.viamo,android.permission.ACCESS_NETWORK_STATE,normal,view network status
sk.otp.viamo,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
sk.otp.viamo,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
sk.otp.viamo,sk.otp.viamo.permission.C2D_MESSAGE,unknown,Unknown permission
sk.otp.viamo,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
sk.otp.viamo,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.bankofamerica.authenticator,android.permission.CAMERA,dangerous,take pictures and videos
com.bankofamerica.authenticator,android.permission.INTERNET,normal,full Internet access
com.bankofamerica.authenticator,android.permission.VIBRATE,normal,control vibrator
com.bankofamerica.authenticator,com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY,unknown,Unknown permission
com.bankofamerica.authenticator,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.bankofamerica.authenticator,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.bankofamerica.authenticator,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.bankofamerica.authenticator,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
com.bankofamerica.authenticator,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
tm.asmanoky.otp,android.permission.INTERNET,normal,full Internet access
tm.asmanoky.otp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
tm.asmanoky.otp,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
tm.asmanoky.otp,android.permission.CAMERA,dangerous,take pictures and videos
tm.asmanoky.otp,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
tm.asmanoky.otp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
tm.asmanoky.otp,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
com.google.android.apps.authenticator2,android.permission.VIBRATE,normal,control vibrator
com.google.android.apps.authenticator2,android.permission.INTERNET,normal,full Internet access
com.google.android.apps.authenticator2,android.permission.USE_BIOMETRIC,normal,
com.google.android.apps.authenticator2,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.google.android.apps.authenticator2,android.permission.USE_CREDENTIALS,dangerous,use the authentication credentials of an account
com.google.android.apps.authenticator2,android.permission.AUTHENTICATE_ACCOUNTS,dangerous,act as an account authenticator
com.google.android.apps.authenticator2,android.permission.NFC,normal,control Near-Field Communication
com.google.android.apps.authenticator2,android.permission.CAMERA,dangerous,take pictures and videos
com.google.android.apps.authenticator2,android.permission.RECEIVE_BOOT_COMPLETED,normal,automatically start at boot
com.google.android.apps.authenticator2,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.google.android.apps.authenticator2,android.permission.GET_PACKAGE_SIZE,normal,measure application storage space
com.google.android.apps.authenticator2,com.google.android.providers.gsf.permission.READ_GSERVICES,unknown,Unknown permission
otl.snkl.SnorkelOTP,android.permission.INTERNET,normal,full Internet access
otl.snkl.SnorkelOTP,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
otl.snkl.SnorkelOTP,android.permission.CAMERA,dangerous,take pictures and videos
kr.co.neople.neopleotp,android.permission.INTERNET,normal,full Internet access
kr.co.neople.neopleotp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
kr.co.neople.neopleotp,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
kr.co.neople.neopleotp,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
kr.co.neople.neopleotp,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
kr.co.neople.neopleotp,kr.co.neople.neopleotp.permission.C2D_MESSAGE,unknown,Unknown permission
de.otp.main,android.permission.INTERNET,normal,full Internet access
de.otp.main,android.permission.ACCESS_NETWORK_STATE,normal,view network status
de.otp.main,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
de.otp.main,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
de.otp.main,android.permission.BLUETOOTH,normal,create Bluetooth connections
de.otp.main,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
de.otp.main,android.permission.CAMERA,dangerous,take pictures and videos
de.otp.main,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
de.otp.main,android.permission.FOREGROUND_SERVICE,normal,
net.aftnet.OTPManager,android.permission.CAMERA,dangerous,take pictures and videos
no.buypass.mobile.bpcode.bp,android.permission.INTERNET,normal,full Internet access
no.buypass.mobile.bpcode.bp,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
no.buypass.mobile.bpcode.bp,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
no.buypass.mobile.bpcode.bp,android.permission.USE_BIOMETRIC,normal,
no.buypass.mobile.bpcode.bp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
no.buypass.mobile.bpcode.bp,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
no.buypass.mobile.bpcode.bp,android.permission.FOREGROUND_SERVICE,normal,
no.buypass.mobile.bpcode.bp,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
no.buypass.mobile.bpcode.bp,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
no.buypass.mobile.bpcode.bp,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
org.liberty.android.freeotpplus,android.permission.CAMERA,dangerous,take pictures and videos
org.liberty.android.freeotpplus,android.permission.INTERNET,normal,full Internet access
org.liberty.android.freeotpplus,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
org.liberty.android.freeotpplus,android.permission.USE_BIOMETRIC,normal,
org.liberty.android.freeotpplus,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
otl.snkl.HDFCSnorkelOTP,android.permission.INTERNET,normal,full Internet access
otl.snkl.HDFCSnorkelOTP,android.permission.ACCESS_NETWORK_STATE,normal,view network status
otl.snkl.HDFCSnorkelOTP,android.permission.CHANGE_NETWORK_STATE,normal,change network connectivity
otl.snkl.HDFCSnorkelOTP,android.permission.USE_BIOMETRIC,normal,
otl.snkl.HDFCSnorkelOTP,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
otl.snkl.HDFCSnorkelOTP,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
otl.snkl.HDFCSnorkelOTP,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
otl.snkl.HDFCSnorkelOTP,otl.snkl.HDFCSnorkelOTP.permission.C2D_MESSAGE,unknown,Unknown permission
com.sitin.sitinotp,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
hr.asseco.android.jimba.otpretailng,android.permission.INTERNET,normal,full Internet access
hr.asseco.android.jimba.otpretailng,android.permission.VIBRATE,normal,control vibrator
hr.asseco.android.jimba.otpretailng,android.permission.ACCESS_WIFI_STATE,normal,view Wi-Fi status
hr.asseco.android.jimba.otpretailng,android.permission.ACCESS_NETWORK_STATE,normal,view network status
hr.asseco.android.jimba.otpretailng,android.permission.ACCESS_FINE_LOCATION,dangerous,fine (GPS) location
hr.asseco.android.jimba.otpretailng,com.google.android.providers.gsf.permission.READ_GSERVICES,unknown,Unknown permission
hr.asseco.android.jimba.otpretailng,android.permission.CAMERA,dangerous,take pictures and videos
hr.asseco.android.jimba.otpretailng,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
hr.asseco.android.jimba.otpretailng,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
hr.asseco.android.jimba.otpretailng,hr.asseco.android.jimba.otpretailng.permission.MAPS_RECEIVE,unknown,Unknown permission
hr.asseco.android.jimba.otpretailng,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
hr.asseco.android.jimba.otpretailng,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
hr.asseco.android.jimba.otpretailng,android.permission.WAKE_LOCK,normal,prevent phone from sleeping
hr.asseco.android.jimba.otpretailng,com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE,unknown,Unknown permission
hr.asseco.android.jimba.otpretailng,com.google.android.c2dm.permission.RECEIVE,signature,C2DM permissions
hr.asseco.android.jimba.otpretailng,android.permission.FLASHLIGHT,normal,control flashlight
com.egypt.ais.aismotp,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.egypt.ais.aismotp,android.permission.CAMERA,dangerous,take pictures and videos
com.egypt.ais.aismotp,android.permission.INTERNET,normal,full Internet access
com.egypt.ais.aismotp,android.permission.ACCESS_NETWORK_STATE,normal,view network status
com.egypt.ais.aismotp,com.google.android.providers.gsf.permission.READ_GSERVICES,unknown,Unknown permission
com.egypt.ais.aismotp,android.permission.ACCESS_FINE_LOCATION,dangerous,fine (GPS) location
com.egypt.ais.aismotp,android.permission.ACCESS_COARSE_LOCATION,dangerous,coarse (network-based) location
com.egypt.ais.aismotp,android.permission.GET_ACCOUNTS,dangerous,list accounts
com.egypt.ais.aismotp,android.permission.READ_EXTERNAL_STORAGE,dangerous,read external storage contents
com.egypt.ais.aismotp,android.permission.WRITE_EXTERNAL_STORAGE,dangerous,read/modify/delete external storage contents
com.egypt.ais.aismotp,android.permission.USE_BIOMETRIC,normal,
com.egypt.ais.aismotp,android.permission.USE_FINGERPRINT,normal,allow use of fingerprint
com.square_enix_software_token,android.permission.READ_PHONE_STATE,dangerous,read phone state and identity
com.square_enix_software_token,android.permission.INTERNET,normal,full Internet access
com.square_enix_software_token,android.permission.ACCESS_NETWORK_STATE,normal,view network status
ua.com.cs.ifobs.mobile.android.otp,android.permission.INTERNET,normal,full Internet access
