app_name,class_dex,types,matches
com.canopus.otpmacgenerator.finductive.apk,classes55.dex,compiler,['dx']
com.canopus.otpmacgenerator.finductive.apk,classes56.dex,compiler,['dx']
com.canopus.otpmacgenerator.finductive.apk,classes57.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.canopus.otpmacgenerator.finductive.apk,classes57.dex,anti_vm,"['Build.MODEL check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible VM check']"
com.canopus.otpmacgenerator.finductive.apk,classes57.dex,compiler,['dx']
com.canopus.otpmacgenerator.finductive.apk,classes58.dex,compiler,['dx']
com.canopus.otpmacgenerator.finductive.apk,classes59.dex,compiler,['dx']
com.canopus.otpmacgenerator.finductive.apk,classes6.dex,compiler,['dx']
com.canopus.otpmacgenerator.finductive.apk,classes60.dex,compiler,['dx']
com.canopus.otpmacgenerator.finductive.apk,classes61.dex,compiler,['dx']
com.canopus.otpmacgenerator.finductive.apk,classes7.dex,compiler,['dx']
com.canopus.otpmacgenerator.finductive.apk,classes8.dex,compiler,['dx']
com.canopus.otpmacgenerator.finductive.apk,classes9.dex,compiler,['dx']
vn.mk.token.baseotp.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
vn.mk.token.baseotp.apk,classes.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible ro.secure check']"
vn.mk.token.baseotp.apk,classes.dex,compiler,['r8']
br.com.voegol.tokenagenciasgol.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'network operator name check']"
br.com.voegol.tokenagenciasgol.apk,classes.dex,compiler,['dx']
br.com.voegol.tokenagenciasgol.apk,classes2.dex,anti_vm,"['Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check']"
br.com.voegol.tokenagenciasgol.apk,classes2.dex,compiler,['dx']
com.qrail.token.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.qrail.token.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'ro.hardware check', 'ro.product.device check', 'ro.kernel.qemu check', 'emulator file check']"
com.qrail.token.apk,classes.dex,compiler,['dx']
com.qrail.token.apk,classes.dex,obfuscator,['DexGuard']
com.ideasventure.otptoken.apk,classes.dex,compiler,['dx']
com.sbi.SBIFreedomPlus.apk,,packer,['Kony']
com.sbi.SBIFreedomPlus.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'possible Build.SERIAL check', 'device ID check', 'possible ro.secure check']"
com.sbi.SBIFreedomPlus.apk,classes.dex,compiler,['dx']
com.sbi.SBIFreedomPlus.apk,classes.dex,obfuscator,"['unreadable field names', 'unreadable method names']"
com.sbi.SBIFreedomPlus.apk,classes2.dex,compiler,['dx']
com.sbi.SBIFreedomPlus.apk,res/raw/wear.apk!classes.dex,compiler,['r8']
kr.or.kftc.fsc.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
kr.or.kftc.fsc.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.BOARD check', 'possible Build.SERIAL check', 'Build.TAGS check', 'possible VM check']"
kr.or.kftc.fsc.apk,classes.dex,compiler,['dexlib 2.x']
kr.or.kftc.fsc.apk,classes.dex,obfuscator,['unreadable method names']
kr.or.kftc.fsc.apk,assets/.79e3c56b413c45327dab411322609ed4.dex,anti_disassembly,"['non-zero link size', 'non-zero link offset']"
kr.or.kftc.fsc.apk,assets/.79e3c56b413c45327dab411322609ed4.dex,compiler,['unknown (please file detection issue!)']
com.egypt.ais.aismotp.apk,classes.dex,compiler,['unknown (please file detection issue!)']
org.arcon.pam.otp.apk,classes.dex,compiler,['unknown (please file detection issue!)']
com.lpb.softotp.apk,classes.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.lpb.softotp.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.TAGS check', 'possible ro.secure check']"
com.lpb.softotp.apk,classes.dex,compiler,['r8']
com.atsolution.android.bcotp.apk,classes.dex,compiler,['r8']
com.authenticator.authservice2.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MANUFACTURER check', 'Build.HARDWARE check', 'Build.TAGS check']"
com.authenticator.authservice2.apk,classes.dex,compiler,['r8']
com.authenticator.authservice2.apk,classes2.dex,anti_debug,['Debug.isDebuggerConnected() check']
com.authenticator.authservice2.apk,classes2.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.BOARD check', 'Build.TAGS check', 'possible VM check']"
com.authenticator.authservice2.apk,classes2.dex,compiler,['r8 without marker (suspicious)']
com.authenticator.authservice2.apk,classes3.dex,compiler,['r8 without marker (suspicious)']
cy.nbg.nbgcyotp.apk,classes.dex,anti_vm,"['Build.FINGERPRINT check', 'Build.MODEL check', 'Build.MANUFACTURER check', 'Build.PRODUCT check', 'Build.HARDWARE check', 'Build.TAGS check', 'possible ro.secure check']"
cy.nbg.nbgcyotp.apk,classes.dex,compiler,['r8']
